ID do Documento;Título Original do Artigo;Autores;Ano de Publicação;Periódico/Conferência;URL/Link para o Artigo (SCOPUS/DOI);String de Busca SCOPUS Utilizada;Caminho do Arquivo de Texto Extraído (.txt);Resumo Gerado pela IA (Gemini);Categorias Atribuídas pela IA (Gemini);Relevância Manual (S/N/Parcial);Notas/Comentários Manuais;Palavras-chave do Autor;Abstract Original;Status de Leitura;Prioridade;PDF Disponível?
Towards-Transformative-Soil-Science;Towards Transformative Soil Science: Who am I in relation to my research?;"Wiersma, W.; Lopez, D.E.";2024;European Journal of Soil Science;https://doi.org/10.1111/ejss.13544;snowballing Making-time-for-soil;;;;;;"feminism; interdisciplinary approach; landscape change; nature-society relations; research work; soil science";The paradigm of modernity is associated with human detachment from soil as the agricultural and affective foundation of modern societies. The focus on soil as a resource has created increasingly exhausted landscapes. Soil science is well placed to (re)build the urgently needed connection between humans and nature by generating evidence for soil functioning and, perhaps most importantly, by establishing linkages with diverse types of soil knowledge and integrating them in collaborative solutions. Such transdisciplinary solutions can be achieved by transforming current ways of doing soil science, which begin with soil scientists. Anchored in feminist and critical thinking, we used the ‘reflecting and doing’ framework (Lopez et al., 2023) to demonstrate how reflexivity can help soil science to become a transformative space. By partially dissolving the mind–heart and human–soil dualisms, we can foster a way of generating soil knowledge that emerges from the relations within and beyond the human Self. Such an approach is relatively new in academic soil science, which relies heavily on the scientific method as a detached form of knowing that privileges mind over body, reason over emotion, culture over nature and production over reproduction. We argue that this journey starts with (re)positioning ourselves as soil scientists in relation to our research and advance a Transformative Soil Science that recognizes soil knowledge as situated and embodied and that identifies soil as the main ally for a sustainable world. © 2024 British Society of Soil Science.;;;
Exploring-the-artistic-dimensions-of-soils;Exploring the artistic dimensions of soils in the vadose zone;"Wessolek, Gerd; Toland, Alexandra";2024;Vadose Zone Journal ;https://doi.org/10.1002/vzj2.20308;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Exploring-the-artistic-dimensions-of-soils.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Agriculture; Groundwater; Porous materials; Water pollution; Brownfields; Cultural identity; Demographic shifts; Environmental action; Human soil; Living bodies; Nutrients cycling; Physical artifacts; Vadose Zone; Water cycling; artifact; buffering; cultural identity; nutrient cycling; soil pollution; urbanization; vadose zone; Soils";The rise of industrialized agriculture, coupled with a global demographic shift toward urbanization, has marginalized every-day connections between individuals and soils. This societal shift has led to a decline in the appreciation of and cultural identity with soils. Amid a broader movement aimed at fostering soil awareness and environmental action, many artists and designers have been instrumental in bringing soils to the cultural mainstream, figuring their esthetic, social, political, and ecological dimensions. Contemporary artists place great importance on the underlying idea of animating soils through artistic practice, often transcending the physical artifact itself to assign agency to soils and the myriad beings that occupy them. Artists harness a multitude of media to articulate human-soil relationships. From the early environmental art movements of the 1960s and 1970s to contemporary works centered on urban and industrial brownfields, soils’ multifaceted roles in CO2 transformation, water and nutrient cycling, agriculture, and as living bodies buffering against pollution have become ground for public discourse. What could this mean for the vadose zone in terms of reflecting on material flows in porous media beyond understandings of soil physics? In this paper, we draw on over 20 years of experience in studying the portrayal of soil in various arts genres to deliberate the potential of creative thinking about and thinking with the vadose zone. © 2024 The Authors. Vadose Zone Journal published by Wiley Periodicals LLC on behalf of Soil Science Society of America.;;;Sim
Everyday-agri-environmental-governance;Everyday agri-environmental governance: The emergence of sustainability through assemblage thinking;"Forney, Jérémie; Bentia, Dana; Dwiartama, Angga";2024;Everyday Agri-Environmental Governance: The Emergence of Sustainability through Assemblage Thinking;https://doi.org/10.4324/9781003271260;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Everyday-agri-environmental-governance.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Agri-food; Agribusiness; Agriculture; Environmental management; Smart agriculture; Sustainable agriculture; Agriculture systems; Case-studies; Environmental governances; European union; Food system; Indonesia; Localised; Social process; Switzerland; Uncertainty; Sustainable development";"Revitalising the way the social sciences question agri-environmental governance, this book introduces ""the everyday governance approach"" as a means to improving the sustainability of agriculture and food systems. The ""everyday"" refers to localised practices, specific networks, and practical norms that emerge in a process of interaction, translation, and reinterpretation. The authors build this approach on assemblage thinking and theory, which focuses on the collective production of the social through complex sets of connections. For this reason, assemblage thinking becomes a particularly productive guide in exploring how everyday governance is co-produced in the interaction between numerous social processes involving a diversity of actors and instruments. The authors navigate between original and contrasting case studies from Switzerland, Indonesia, and the European Union in order to reorient attention to the transformative nature of governance, which they locate along four different dimensions of the everyday: (1) the interdependence of instruments within a wider governance assemblage; (2) the uncertainty and unpredictability of effects in agrienvironmental governance; (3) the distributed nature of agency and its implication for power relations; (4) the importance of capacities in the transformation of agri-food systems. This book calls for a redesigning of agri-environmental governance that should move away from the setting of fix and precise objectives and solutions, and rather aim for a consolidation of sound foundations on which desirable futures can emerge. The book will be an essential read for students and scholars interested in sustainable agriculture and food systems, governance modes and approaches, and sustainability more broadly. © 2025 Jérémie Forney, Dana Bentia, and Angga Dwiartama. All rights reserved.";;;Sim
Digital-twins-and-the-digitallogics-of-biodiversity;Digital twins and the digital logics of biodiversity;Westerlaken, Michelle;2024;Social Studies of Science;https://doi.org/10.1177/03063127241236809;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Digital-twins-and-the-digitallogics-of-biodiversity.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Biodiversity; Digital Technology; biodiversity; digital technology";Biodiversity is a multidimensional concept that can be understood and measured in many different ways. However, the next generation of digital technologies for biodiversity monitoring currently being funded and developed fail to engage its multidimensional and relational aspects. Based on empirical data from interviews, a conference visit, online meetings, webinars, and project reports, this study articulates four digital logics that structure how biodiversity becomes monitored and understood within recent technological developments. The four digital logics illustrate how intensified practices of capturing, connecting, simulating, and computing produce particular techno-scientific formats for creating biodiversity knowledge. While ongoing projects advance technological development in areas of automation, prediction, and the creation of large-scale species databases, their developmental processes structurally limit the future of biodiversity technology. To better address the complex challenges of the global biodiversity crisis, it is crucial to develop digital technologies and practices that can engage with a wider range of perspectives and understandings of relational and multidimensional approaches to biodiversity. © The Author(s) 2024.;;;Sim
Cultural-Attunements-and-Ecological-Wellbeing;Cultural Attunements and Ecological Wellbeing: Embodied Conditions for Mental Health Interventions;Miller, Kara;2024;International Journal of Environmental Research and Public Health;https://doi.org/10.3390/ijerph21030287;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Cultural-Attunements-and-Ecological-Wellbeing.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Anxiety; Humans; Mental Health; community development; local participation; local planning; mental health; nature-society relations; Article; built environment; burnout; cognition; community; cultural anthropology; ecology; education; health disparity; human; knowledge; leadership; loneliness; mental health; mindfulness; pandemic; participation; politics; psychological resilience; quality of life; solidarity; storytelling; wellbeing; workload; anxiety";A critical need for mental health interventions is clear in the modern era. Bodily attunements to place and space can help cultivate belongingness and heal the anxious modern body, as well as facilitate community solidarity to combat the loneliness and isolation that many are experiencing. Human systems and services have the potential to facilitate meaningful experiences for community members and to incite joyful, thoughtful, or motivating multisensory interactions. Humans’ surroundings have paramount effects on inhabitants and should offer opportunity and inspiration. This paper suggests that such inspiration be drawn from ecological knowledge that can garner healing and wellbeing and offers suggestions and recommendations for doing so. Humane designs are integrated with nature and include environmental access and information that encourages civic participation. This work uses theories and models in ecological community psychology and cultural ecology as well as anthropological approaches to human health to offer somatic principles for healthy community planning and development and for integrating such nature-based health principles into existing structures, including the built environment as well as education. Healing through nature is highlighted here as an approach for attuning to post-pandemic landscapes in order to move into the future in the most generative, sustainable, and supportive ways possible. © 2024 by the author.;;;Sim
Soil-Seeds-and-Roses-Plantation-Afterlivesin-an-Argentine;Soil, Seeds, and Roses: Plantation Afterlives in an Argentine Soybean Frontier;Blickstein, Tamar;2024;Journal of Ethnobiology;https://doi.org/10.1177/02780771241232293;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Soil-Seeds-and-Roses-Plantation-Afterlivesin-an-Argentine.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;In the Argentine Chaco — a world hotspot of agribusiness-driven deforestation — descendants of European settlers (gringos) who built manual cotton plantations on Indigenous land and labor in the twentieth century, have since been displaced from farming by the “soy boom.” Nevertheless, plantation legacies persist in the racialized plant-relations of these actors today, and in their conflicted — and often acquiescent — attitudes to agribusiness. Drawing on emergent theories of the “Plantationocene,” this essay examines how three settler interlocutors grieve the loss of plant-worlds that soy agribusiness has displaced, with a focus on living soil, cotton seeds, and potted roses. I show that these multispecies attachments perform a double role: while they sensitize these actors to the ecological fallouts of the soy boom, they also reinforce settler colonial plantation logics of racialized progress that ultimately feed their acquiescence to that agribusiness model. © The Author(s) 2024.;;;Sim
From-absences-to-emergences-Indigenous-climate-change-adaptation;From absences to emergences: Foregrounding traditional and Indigenous climate change adaptation knowledges and practices from Fiji, Vietnam and the Philippines;"See, Justin; Cuaton, Ginbert Permejo; Placino, Pryor; Vunibola, Suliasi; Thi, Huong Do; Dombroski, Kelly; McKinnon, Katharine";2024;World Development;https://doi.org/10.1016/j.worlddev.2023.106503;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\From-absences-to-emergences-Indigenous-climate-change-adaptation.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Fiji; Philippines; Viet Nam; adaptive management; climate change; climate effect; indigenous knowledge; traditional knowledge";The differential impacts of climate change have highlighted the need to implement fit-for-purpose interventions that are reflective of the needs of vulnerable communities. However, adaptation projects tend to favour technocratic, market-driven, and Eurocentric approaches that inadvertently disregard the place-based and contextual adaptation strategies of many communities in the Global South. The paper aims to decolonise climate change adaptation guided by the critical tenets of ‘Decolonising Climate Adaptation Scholarship’ (DCAS). It presents empirical case studies from Fiji, Vietnam, and the Philippines and reveals the different ways that Indigenous and local knowledge (ILK) and strategies are devalued and suppressed by modernist and developmentalist approaches to climate adaptation. The paper then foregrounds some of the adaptive techniques that resist and remain, or have been re-worked in hybrid ways with ILK. Ultimately, this paper combats the delegitimisation of ILK by mainstream climate change adaptation scholarship and highlights the need for awareness and openness to other forms of knowing and being. © 2023 The Author(s);;;Sim
Tinkering-with-care-treatment-for-opioid;Tinkering with care: Implementing extended-release buprenorphine depot treatment for opioid dependence;"Lancaster, K.; Gendera, S.; Treloar, C.; Rhodes, T.; Shahbazi, J.; Byrne, M.; Nielsen, S.; Degenhardt, L.; Farrell, M.";2024;International Journal of Drug Policy;https://doi.org/10.1016/j.drugpo.2024.104359;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Tinkering-with-care-treatment-for-opioid.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Australia; Buprenorphine; Delayed-Action Preparations; Humans; Narcotic Antagonists; Opiate Substitution Treatment; Opioid-Related Disorders; anesthetic agent; buprenorphine; buprenorphine plus naloxone; long acting drug; methadone; buprenorphine; narcotic antagonist; Article; Australia; clinical article; community care; drug storage; human; multicenter study (topic); opiate addiction; patient engagement; psychosocial care; qualitative research; stigma; delayed release formulation; opiate substitution treatment; procedures";We examine how extended-release buprenorphine depot (BUP-XR) is put to use and made to work in implementation practices, attending to how care practices are challenged and adapted as a long-acting technology is introduced into service in opioid agonist treatment (OAT) in Australia. Our approach is informed by ideas in science and technology studies (STS) emphasising the irreducible entanglement of care practices and technology, and in particular the concept of ‘tinkering’ as a practice of adaptation. To make our analysis, we draw on qualitative interview accounts (n = 19) of service providers involved in BUP-XR implementation across five sites. Our analysis considers the disruptive novelty of BUP-XR. Tinkering to make a novel technology work in practice slows down the expectation of implementation in relation to transformative innovation, despite the promise of dramatic or rapid change. Tinkering allowed for more open relations, for new care practices that departed from the routine and familiar, opening potential for how BUP-XR could be put to use and made to work in its new situation, and as its situation evolved along-with its implementation. Flexibility and openness of altering relations was, however, at times, held in tension with inflexibility and closure. This analysis identifies a concern for what is made present and what is made absent in the altered care network affected by BUP-XR, with the multiple effects of supervised daily dosing practices thrown into relief as they become absented. Tinkering to implement BUP-XR locally connects with a broader assemblage of trial and movement in the constitution of treatment. The introduction of long-acting technologies prompts new questions about embedded implementation practices, including supervised dosing, urinalysis, the time and place of psychosocial support, and how other social aspects of care might be recalibrated in drug treatment. © 2024 The Authors;;;Sim
Governing-pathological-markets-Microbes-banana-export-markets;Governing pathological markets: Microbes, banana export markets, and speculative farming practices;"Wang, Chi-Mao; Chien, Ker-Hsuan";2024;Environment and Planning E: Nature and Space;https://doi.org/10.1177/25148486231199334;snowballing Making-time-for-soil;;;;;;;This paper examines the making and remaking of Taiwan's banana export market in response to the devastation caused by an outbreak of a novel infectious plant disease, Fusarium wilt disease Tropical Race 4 (TR4, Fusarium oxysporum f. sp. Cubense). Taiwan was the world's fourth-largest exporter of bananas in the 1960s before the collapse of the market in the early 1970s. While scholars have drawn on actor-network theory-inspired performativity approach to understand the role of non-human actants in market-making, insufficient attention has been given to the distinct impacts of microbes on cases such as that of Taiwan's banana export market. Microbes’ creative and ever-evolving qualities constantly present challenges related to the control and containment of such non-human entities, for which no pre-existing or universally applicable solutions exist. Consequently, there is a lack of research that provides useful frameworks to understand such disease-plagued markets. To bridge this gap in the literature, we examine the remaking of Taiwan's banana export market in the aftermath of the TR4 crisis using a case study approach and develop the notion of pathological markets. Inspired by recent scholarship on biosecurity and related care practices, we outline two characteristics that shape pathological markets: (a) speculative and probiotic care practices and (b) the rescaling of market organisations. The results of the fieldwork conducted as part of the present study in laboratories, government offices and on banana farms lead us to contend that the growth and development of particular microbes in multispecies environments such as Taiwan's banana farms constantly pose significant challenges for market farming. Moreover, to co-exist with the threats posed by the growth and development of microbes such as those which cause Fusarium wilt disease TR4, growers in Taiwan's banana export market rely heavily on probiotic and speculative care practices. © The Author(s) 2023.;;;
Soil-extractivism-Political-ontology-of-soil;Soil extractivism: Political ontology of soil erasure in the European Union's agricultural politics;Hokkanen, Saana;2024;Journal of Rural Studies;https://doi.org/10.1016/j.jrurstud.2024.103298;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Soil-extractivism-Political-ontology-of-soil.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Europe; agricultural production; biodiversity; Common Agricultural Policy; conceptual framework; European Union";This article examines how specific (non-relational) political ontological understandings of soils are incorporated into industrial agricultural politics in the European Union and introduces a complementary contribution to existing literature with the concept of soil extractivism. The concept is used to describe current institutionalized ways of relating to soils and their dynamics of power. Through an integrative literature review, the article links existing research on soils with the development of modern agriculture in Europe. The theoretical contribution of soil extractivism provides a conceptual tool for understanding currently dominant ways of treating soils as a key part of modernity and industrial capitalism as well as part of wider destructions of multispecies relations. © 2024 The Author;;;Sim
Commoning-in-the-Anthropocene;Commoning in the Anthropocene: Exploring the political possibility of caring with in Skouries of Halkidiki, Greece;"Rigkos-Zitthen, Ioannis; McGregor, Andrew; Williams, Miriam J.";2024;Political Geography;https://doi.org/10.1016/j.polgeo.2024.103089;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\Commoning-in-the-Anthropocene.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;"Greece; anthropogenic effect; economic growth; mining; politics";As the planet moves further into the human-induced Anthropocene there is an urgent need to reconsider the values, practices, and politics leading to widespread ecological degradation. The prioritisation of economic growth by the most dominant political institutions encourages limitless expansion while minimizing awareness of the ecological vulnerability of the planet. Commoning presents an alternative political structure based on transformative practices of collective care or caring with. In this paper, we investigate how communities in Skouries of Halkidiki, Greece, are responding to the imposition of large-scale mining through three different commons initiatives. The women's collective, the chamomile commons, and the ten-day festival. These commons provide insights into how instances of caring with performed by human and nonhuman others are the foundations of local place-based politics. We argue that already existing examples of commoning and caring with can make visible a more fitting politics for the Anthropocene that can benefit decision-making at national and international levels. © 2024 The Authors;;;Sim
When-Extracting-Is-Not-Subtracting;When Extracting Is Not Subtracting: Accounting for Organism-technologies as Stakeholders in Microbial Resource Extraction through an Experiment in Discursive Biomimicry;Szymanski, Erika Amethyst;2024;Science Technology and Human Values;https://doi.org/10.1177/01622439211035449;snowballing Making-time-for-soil;c:\workspace\artigos\Ontologia de Solos\Pesquisa SCOPUS\Textos_Extraidos\When-Extracting-Is-Not-Subtracting.txt;"ERRO: 429 Quota exceeded for quota metric 'Generate Content API requests per minute' and limit 'GenerateContent request limit per minute for a region' of service 'generativelanguage.googleapis.com' for consumer 'project_number:736928802601'. [reason: ""RATE_LIMIT_EXCEEDED""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
metadata {
  key: ""quota_unit""
  value: ""1/min/{project}/{region}""
}
metadata {
  key: ""quota_metric""
  value: ""generativelanguage.googleapis.com/generate_content_requests""
}
metadata {
  key: ""quota_location""
  value: ""us-south1""
}
metadata {
  key: ""quota_limit""
  value: ""GenerateContentRequestsPerMinutePerProjectPerRegion""
}
metadata {
  key: ""quota_limit_value""
  value: ""0""
}
metadata {
  key: ""consumer""
  value: ""projects/736928802601""
}
, links {
  description: ""Request a higher quota limit.""
  url: ""https://cloud.google.com/docs/quotas/help/request_increase""
}
]";;;;;This paper concerns how digitizing biological resources enables disentangling information technologies from biological bodies and, thus, from response-abilities among creatures from which they are derived. Extracting (digital) information from (biological) bodies makes it possible to stabilize, freeze, circulate, and control that information independently from creaturely activities—multiplying, not subtracting from the originating material. Such extractions tend to attenuate human interdependencies with other creatures even while expanding the scope of their utility as resources, to the effect of limiting those who have a stake in their development to humans alone. Where conventional natural resource extraction does violence to places and those interdependent with them, digital resource extractions may instead do violence to human capacities to recognize and act on multispecies interdependencies. Here, I argue that choosing to realize connections among organisms and organismal resources makes it possible to envision how creatures may be stakeholders in their own development, with joined ethical and epistemic consequences. I trace that possibility through a case study of the essential laboratory yeast Saccharomyces cerevisiae via the physical metaphor of snowflake yeast, an S. cerevisiae variant that maintains multicellular connections as it reproduces. © The Author(s) 2024.;;;Sim
Sufficiency-and-the-logic-of-care;Sufficiency and the logic of care: Transforming the relationships, practices and temporalities of businesses;Beyeler, Laura;2024;Sufficiency in Business: The Transformative Potential of Business for Sustainability;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202910559&partnerID=40&md5=13dff9c7af93fa54c9a1251031b556bf;snowballing Making-time-for-soil;;;;;;;Sufficiency in business represents a shift from a logic of profit towards a logic of care. The purpose of sufficiency-oriented businesses is to serve the fulfilment of needs. A logic of care transforms the relationships, practices and temporalities of businesses and represents leverage to enable sufficiency in praxis. © Maike Gossen, Laura Niessen (eds.). All rights reserved.;;;
